,week,los.days,place,total_admin,prop
1799,8,150,mock,0.088,3.31E-06
1800,8,151,mock,0.068,3.31E-06
1801,8,152,mock,0.156,6.61E-06
1802,8,153,mock,0,0
1803,8,154,mock,0.128,6.61E-06
1804,8,155,mock,0,0
1805,8,156,mock,0.006,3.31E-06
1806,8,157,mock,0,0
1807,8,158,mock,0,0
1808,8,159,mock,0.06,3.31E-06
1809,8,160,mock,0,0
1810,8,161,mock,0.097,3.31E-06
1811,8,162,mock,0,0
1812,8,163,mock,0,0
1813,8,164,mock,0.011,3.31E-06
1814,8,165,mock,0,0
1815,8,166,mock,0.043,3.31E-06
1816,8,167,mock,0,0
1817,8,168,mock,0,0
1818,8,169,mock,0,0
1819,8,170,mock,0,0
1820,8,171,mock,0,0
1821,8,172,mock,0,0
1822,8,173,mock,0.002,6.61E-06
1823,8,174,mock,0.074,3.31E-06
1824,8,175,mock,0,0
1825,8,176,mock,0,0
1826,8,177,mock,0,0
1827,8,178,mock,0,0
1828,8,179,mock,0,0
1829,8,180,mock,0,0
1830,8,181,mock,0.07,3.31E-06
1831,8,182,mock,0,0
1832,8,183,mock,0.023,3.31E-06
1833,8,184,mock,0,0
1834,8,185,mock,0.098,3.31E-06
1835,8,186,mock,0,0
1836,8,187,mock,0,0
1837,8,188,mock,0.011,3.31E-06
1838,8,189,mock,0.014,6.61E-06
1839,8,190,mock,0,0
1840,8,191,mock,0,0
1841,8,192,mock,0,0
1842,8,193,mock,0,0
1843,8,194,mock,0,0
1844,8,195,mock,0,0
1845,8,196,mock,0,0
1846,8,197,mock,0,0
1847,8,198,mock,0,0
1848,8,199,mock,0,0
1849,8,200,mock,0,0
1850,8,201,mock,0,0
1851,8,202,mock,0,0
1852,8,203,mock,0,0
1853,8,204,mock,0,0
1854,8,205,mock,0,0
1855,8,206,mock,0,0
1856,8,207,mock,0.019,3.31E-06
1857,8,0.5,mock,4489.623,0.645190185
1858,9,1,mock,1030.232,0.117717821
1859,9,2,mock,698.412,0.057294416
1860,9,3,mock,391.755,0.03581061
1861,9,4,mock,196.248,0.024148886
1862,9,5,mock,303.75,0.017996487
1863,9,6,mock,287.04,0.014128442
1864,9,7,mock,263.7,0.011249004
1865,9,8,mock,240.198,0.008935856
1866,9,9,mock,18.711,0.006651502
1867,9,10,mock,7.312,0.005848458
1868,9,11,mock,20.678,0.004725478
1869,9,12,mock,89.364,0.004331954
1870,9,13,mock,108.63,0.003861646
1871,9,14,mock,13.872,0.003698478
1872,9,15,mock,14.595,0.003112992
1873,9,16,mock,5.635,0.002575497
1874,9,17,mock,0.729,0.002332345
1875,9,18,mock,38.752,0.002213968
1876,9,19,mock,47.952,0.00189403
1877,9,20,mock,36.72,0.001727663
1878,9,21,mock,50.232,0.001766055
1879,9,22,mock,0.452,0.001446118
1880,9,23,mock,7.488,0.001497308
1881,9,24,mock,15.211,0.001186968
1882,9,25,mock,26.08,0.001042996
1883,9,26,mock,0.296,0.000947015
1884,9,27,mock,5.111,0.000860632
1885,9,28,mock,16.352,0.000934218
1886,9,29,mock,16.06,0.000703863
1887,9,30,mock,6.39,0.000681467
1888,9,31,mock,9.024,0.000601483
1889,9,32,mock,3.99,0.000425517
1890,9,33,mock,5.896,0.000428716
1891,9,34,mock,8.322,0.000364729
1892,9,35,mock,2.714,0.000377526
1893,9,36,mock,3.96,0.000316738
1894,9,37,mock,5.1,0.000271947
1895,9,38,mock,5.168,0.000217558
1896,9,39,mock,0.66,0.000140773
1897,9,40,mock,5.782,0.000188763
1898,9,41,mock,3.332,0.000156769
1899,9,42,mock,5.238,0.000172766
1900,9,43,mock,0.296,0.000118377
1901,9,44,mock,1.122,0.000108779
1902,9,45,mock,1.4,0.000127975
1903,9,46,mock,1.84,6.40E-05
1904,9,47,mock,2.55,9.60E-05
1905,9,48,mock,2.136,7.68E-05
1906,9,49,mock,0.77,7.04E-05
1907,9,50,mock,0.375,4.80E-05
1908,9,51,mock,1.615,6.08E-05
1909,9,52,mock,1.044,5.76E-05
1910,9,53,mock,0.3,3.20E-05
1911,9,54,mock,0.012,3.84E-05
1912,9,55,mock,0.57,4.80E-05
1913,9,56,mock,0.731,5.44E-05
1914,9,57,mock,0.588,3.84E-05
1915,9,58,mock,1.131,4.16E-05
1916,9,59,mock,0.621,2.88E-05
1917,9,60,mock,0.036,1.92E-05
1918,9,61,mock,0.19,1.60E-05
1919,9,62,mock,0.328,1.28E-05
1920,9,63,mock,0.264,2.56E-05
1921,9,64,mock,0.516,1.92E-05
1922,9,65,mock,0.12,3.20E-05
1923,9,66,mock,0.205,1.60E-05
1924,9,67,mock,0.43,1.60E-05
1925,9,68,mock,0.04,1.60E-05
1926,9,69,mock,0.4,1.28E-05
1927,9,70,mock,0.24,1.92E-05
1928,9,71,mock,0.217,2.24E-05
1929,9,72,mock,0.282,9.60E-06
1930,9,73,mock,0.1,1.28E-05
1931,9,74,mock,0.027,9.60E-06
1932,9,75,mock,0.13,1.60E-05
1933,9,76,mock,0.246,9.60E-06
1934,9,77,mock,0.24,1.60E-05
1935,9,78,mock,0.016,1.28E-05
1936,9,79,mock,0.15,9.60E-06
1937,9,80,mock,0.123,9.60E-06
1938,9,81,mock,0.082,3.20E-06
1939,9,82,mock,0.096,9.60E-06
1940,9,83,mock,0.246,9.60E-06
1941,9,84,mock,0.088,1.28E-05
1942,9,85,mock,0,0
1943,9,86,mock,0.048,3.20E-06
1944,9,87,mock,0.014,6.40E-06
1945,9,88,mock,0.079,3.20E-06
1946,9,89,mock,0.038,6.40E-06
1947,9,90,mock,0.045,3.20E-06
1948,9,91,mock,0,0
1949,9,92,mock,0.009,3.20E-06
1950,9,93,mock,0.171,9.60E-06
1951,9,94,mock,0,0
1952,9,95,mock,0.02,3.20E-06
1953,9,96,mock,0.144,9.60E-06
1954,9,97,mock,0.024,9.60E-06
1955,9,98,mock,0.098,6.40E-06
1956,9,99,mock,0.168,9.60E-06
1957,9,100,mock,0,0
1958,9,101,mock,0.026,6.40E-06
1959,9,102,mock,0,0
1960,9,103,mock,0.176,6.40E-06
1961,9,104,mock,0.04,3.20E-06
1962,9,105,mock,0.124,6.40E-06
1963,9,106,mock,0.097,3.20E-06
1964,9,107,mock,0,0
1965,9,108,mock,0.117,9.60E-06
1966,9,109,mock,0,0
1967,9,110,mock,0,0
1968,9,111,mock,0.01,3.20E-06
1969,9,112,mock,0.057,3.20E-06
1970,9,113,mock,0,0
1971,9,114,mock,0.134,6.40E-06
1972,9,115,mock,0,0
1973,9,116,mock,0,0
1974,9,117,mock,0,0
1975,9,118,mock,0.053,3.20E-06
1976,9,119,mock,0.034,6.40E-06
1977,9,120,mock,0.047,3.20E-06
1978,9,121,mock,1.729,6.08E-05
1979,9,122,mock,1.596,6.08E-05
1980,9,123,mock,0,0
1981,9,124,mock,0,0
1982,9,125,mock,0,0
1983,9,126,mock,0.803,3.52E-05
1984,9,127,mock,1.749,0.000105579
1985,9,128,mock,0,0
1986,9,129,mock,0.023,3.20E-06
1987,9,130,mock,0.036,3.20E-06
1988,9,131,mock,0,0
1989,9,132,mock,0.792,0.000105579
1990,9,133,mock,0.024,3.20E-06
1991,9,134,mock,0.094,6.40E-06
1992,9,135,mock,0.098,6.40E-06
1993,9,136,mock,0.42,2.24E-05
1994,9,137,mock,1.248,7.68E-05
1995,9,138,mock,0,0
1996,9,139,mock,0,0
1997,9,140,mock,0.032,3.20E-06
1998,9,141,mock,0,0
1999,9,142,mock,0.081,3.20E-06
2000,9,143,mock,0,0
2001,9,144,mock,0.07,3.20E-06
2002,9,145,mock,0.082,3.20E-06
2003,9,146,mock,0.036,3.20E-06
2004,9,147,mock,0,0
2005,9,148,mock,0,0
2006,9,149,mock,0,0
2007,9,150,mock,0.009,3.20E-06
2008,9,151,mock,0,0
2009,9,152,mock,0.192,6.40E-06
2010,9,153,mock,0.096,3.20E-06
2011,9,154,mock,0.02,3.20E-06
2012,9,155,mock,0,0
2013,9,156,mock,0,0
2014,9,157,mock,0,0
2015,9,158,mock,0,0
2016,9,159,mock,0,0
2017,9,160,mock,0.237,9.60E-06
2018,9,161,mock,0.005,3.20E-06
2019,9,162,mock,0.059,3.20E-06
2020,9,163,mock,0,0
2021,9,164,mock,0,0
2022,9,165,mock,0,0
2023,9,166,mock,0,0
2024,9,167,mock,0,0
2025,9,168,mock,0.004,6.40E-06
2026,9,169,mock,0,0
2027,9,170,mock,0,0
2028,9,171,mock,0,0
2029,9,172,mock,0,0
2030,9,173,mock,0,0
2031,9,174,mock,0.17,6.40E-06
2032,9,175,mock,0.056,6.40E-06
2033,9,176,mock,0,0
2034,9,177,mock,0,0
2035,9,178,mock,0,0
2036,9,179,mock,0,0
2037,9,180,mock,0,0
2038,9,181,mock,0,0
2039,9,182,mock,0.07,3.20E-06
2040,9,183,mock,0,0
2041,9,184,mock,0.18,9.60E-06
2042,9,185,mock,0,0
2043,9,186,mock,0.038,3.20E-06
2044,9,187,mock,0,0
2045,9,188,mock,0,0
2046,9,189,mock,0,0
2047,9,190,mock,0,0
2048,9,191,mock,0,0
2049,9,192,mock,0,0
2050,9,193,mock,0,0
2051,9,194,mock,0,0
2052,9,195,mock,0,0
2053,9,196,mock,0,0
2054,9,197,mock,0.043,3.20E-06
2055,9,198,mock,0.02,3.20E-06
2056,9,199,mock,0,0
2057,9,200,mock,0,0
2058,9,201,mock,0,0
2059,9,202,mock,0.012,3.20E-06
2060,9,203,mock,0,0
2061,9,204,mock,0,0
2062,9,205,mock,0,0
2063,9,206,mock,0,0
2064,9,207,mock,0,0
2065,9,208,mock,0,0
2066,9,209,mock,0,0
2067,9,210,mock,0.029,3.20E-06
2068,9,0.5,mock,19180.23,0.65281657
2069,10,1,mock,441.348,0.11807707
2070,10,2,mock,247.744,0.056812089
2071,10,3,mock,185.368,0.035006726
2072,10,4,mock,416.976,0.023904996
2073,10,5,mock,92.99,0.017561151
2074,10,6,mock,265.86,0.014225495
2075,10,7,mock,146.411,0.01146451
2076,10,8,mock,2.786,0.008944308
2077,10,9,mock,146.744,0.006928147
2078,10,10,mock,91.679,0.006006748
2079,10,11,mock,134.589,0.004966563
2080,10,12,mock,84.357,0.00429879
2081,10,13,mock,2.41,0.00386859
2082,10,14,mock,57.428,0.003762645
2083,10,15,mock,51.792,0.003197606
2084,10,16,mock,23.139,0.002751354
2085,10,17,mock,59.748,0.002459203
2086,10,18,mock,2.38,0.001910217
2087,10,19,mock,22.704,0.001656591
2088,10,20,mock,22.36,0.001669433
2089,10,21,mock,43.239,0.001595593
2090,10,22,mock,0.85,0.00136444
2091,10,23,mock,33.909,0.001223181
2092,10,24,mock,10.878,0.000943872
2093,10,25,mock,15.196,0.000841137
2094,10,26,mock,1.442,0.000661352
2095,10,27,mock,3.114,0.000555408
2096,10,28,mock,15.936,0.000616406
2097,10,29,mock,0.405,0.00043341
2098,10,30,mock,0.396,0.000423779
2099,10,31,mock,8.798,0.000340307
2100,10,32,mock,2.296,0.000263257
2101,10,33,mock,2.475,0.000240784
2102,10,34,mock,6.716,0.000234363
2103,10,35,mock,1.32,0.000192627
2104,10,36,mock,4.248,0.000189416
2105,10,37,mock,2.56,0.000128418
2106,10,38,mock,0.203,9.31E-05
2107,10,39,mock,2.52,9.63E-05
2108,10,40,mock,1.376,0.000138049
2109,10,41,mock,2.184,7.71E-05
2110,10,42,mock,0.567,8.67E-05
2111,10,43,mock,0.36,9.63E-05
2112,10,44,mock,0.374,7.06E-05
2113,10,45,mock,2.574,8.35E-05
2114,10,46,mock,0.527,5.46E-05
2115,10,47,mock,0.527,5.46E-05
2116,10,48,mock,2.349,8.67E-05
2117,10,49,mock,0.13,4.17E-05
2118,10,50,mock,0.21,4.49E-05
2119,10,51,mock,0.976,5.14E-05
2120,10,52,mock,0.434,4.49E-05
2121,10,53,mock,0.33,3.21E-05
2122,10,54,mock,0.783,2.89E-05
2123,10,55,mock,0.49,3.21E-05
2124,10,56,mock,1.104,3.85E-05
2125,10,57,mock,0.319,3.53E-05
2126,10,58,mock,0.364,2.25E-05
2127,10,59,mock,0.48,2.57E-05
2128,10,60,mock,0.49,1.61E-05
2129,10,61,mock,0.204,1.28E-05
2130,10,62,mock,0.682,3.53E-05
2131,10,63,mock,0.372,1.28E-05
2132,10,64,mock,0.06,1.61E-05
2133,10,65,mock,0.189,9.63E-06
2134,10,66,mock,0.18,1.28E-05
2135,10,67,mock,0.354,1.93E-05
2136,10,68,mock,0.288,1.28E-05
2137,10,69,mock,0.078,1.93E-05
2138,10,70,mock,0.297,9.63E-06
2139,10,71,mock,0.086,3.21E-06
2140,10,72,mock,0.266,2.25E-05
2141,10,73,mock,0.033,9.63E-06
2142,10,74,mock,0.176,1.28E-05
2143,10,75,mock,0.49,1.61E-05
2144,10,76,mock,0.086,3.21E-06
2145,10,77,mock,0.222,1.93E-05
2146,10,78,mock,0.184,1.28E-05
2147,10,79,mock,0.045,3.21E-06
2148,10,80,mock,0.4,1.61E-05
2149,10,81,mock,0.02,3.21E-06
2150,10,82,mock,0.365,1.61E-05
2151,10,83,mock,0.158,6.42E-06
2152,10,84,mock,0,0
2153,10,85,mock,0.037,3.21E-06
2154,10,86,mock,0.156,9.63E-06
2155,10,87,mock,0.244,1.28E-05
2156,10,88,mock,0.084,9.63E-06
2157,10,89,mock,0.04,6.42E-06
2158,10,90,mock,0.033,9.63E-06
2159,10,91,mock,0,0
2160,10,92,mock,0.084,6.42E-06
2161,10,93,mock,0.054,3.21E-06
2162,10,94,mock,0.188,6.42E-06
2163,10,95,mock,0.057,3.21E-06
2164,10,96,mock,0,0
2165,10,97,mock,0.033,9.63E-06
2166,10,98,mock,0.189,9.63E-06
2167,10,99,mock,0.039,3.21E-06
2168,10,100,mock,0.368,1.28E-05
2169,10,101,mock,0,0
2170,10,102,mock,0.054,3.21E-06
2171,10,103,mock,0,0
2172,10,104,mock,0.025,3.21E-06
2173,10,105,mock,0.062,6.42E-06
2174,10,106,mock,0.03,3.21E-06
2175,10,107,mock,0.098,3.21E-06
2176,10,108,mock,0.201,9.63E-06
2177,10,109,mock,0,0
2178,10,110,mock,0,0
2179,10,111,mock,0.018,3.21E-06
2180,10,112,mock,0,0
2181,10,113,mock,0.192,6.42E-06
2182,10,114,mock,0,0
2183,10,115,mock,0.025,3.21E-06
2184,10,116,mock,0,0
2185,10,117,mock,0,0
2186,10,118,mock,0,0
2187,10,119,mock,0.116,6.42E-06
2188,10,120,mock,0.086,6.42E-06
2189,10,121,mock,0.044,3.21E-06
2190,10,122,mock,0,0
2191,10,123,mock,0.09,3.21E-06
2192,10,124,mock,0.058,3.21E-06
2193,10,125,mock,0,0
2194,10,126,mock,0,0
2195,10,127,mock,0,0
2196,10,128,mock,0.009,3.21E-06
2197,10,129,mock,0.178,6.42E-06
2198,10,130,mock,0,0
2199,10,131,mock,0,0
2200,10,132,mock,0,0
2201,10,133,mock,0,0
2202,10,134,mock,0.092,6.42E-06
2203,10,135,mock,0.084,3.21E-06
2204,10,136,mock,0.105,2.25E-05
2205,10,137,mock,0,0
2206,10,138,mock,0,0
2207,10,139,mock,0.015,3.21E-06
2208,10,140,mock,0.128,6.42E-06
2209,10,141,mock,0.735,4.82E-05
2210,10,142,mock,1.512,7.71E-05
2211,10,143,mock,0,0
2212,10,144,mock,0.073,3.21E-06
2213,10,145,mock,0.178,6.42E-06
2214,10,146,mock,1.54,6.42E-05
2215,10,147,mock,0.234,5.78E-05
2216,10,148,mock,0.012,9.63E-06
2217,10,149,mock,0,0
2218,10,150,mock,0,0
2219,10,151,mock,0.028,3.21E-06
2220,10,152,mock,0,0
2221,10,153,mock,0.06,3.21E-06
2222,10,154,mock,0,0
2223,10,155,mock,0,0
2224,10,156,mock,0,0
2225,10,157,mock,0,0
2226,10,158,mock,0.01,3.21E-06
2227,10,159,mock,0,0
2228,10,160,mock,0,0
2229,10,161,mock,0,0
2230,10,162,mock,0.084,3.21E-06
2231,10,163,mock,0,0
2232,10,164,mock,0.028,3.21E-06
2233,10,165,mock,0,0
2234,10,166,mock,0,0
2235,10,167,mock,0.019,3.21E-06
2236,10,168,mock,0,0
2237,10,169,mock,0.071,3.21E-06
2238,10,170,mock,0.004,3.21E-06
2239,10,171,mock,0,0
2240,10,172,mock,0,0
2241,10,173,mock,0,0
2242,10,174,mock,0,0
2243,10,175,mock,0.088,3.21E-06
2244,10,176,mock,0,0
2245,10,177,mock,0,0
2246,10,178,mock,0,0
2247,10,179,mock,0,0
2248,10,180,mock,0,0
2249,10,181,mock,0,0
2250,10,182,mock,0,0
2251,10,183,mock,0,0
2252,10,184,mock,0,0
2253,10,185,mock,0,0
2254,10,186,mock,0,0
2255,10,187,mock,0,0
2256,10,188,mock,0.138,6.42E-06
2257,10,189,mock,0,0
2258,10,190,mock,0.084,3.21E-06
2259,10,191,mock,0,0
2260,10,192,mock,0,0
2261,10,193,mock,0.021,3.21E-06
2262,10,194,mock,0,0
2263,10,195,mock,0.083,3.21E-06
2264,10,196,mock,0,0
2265,10,197,mock,0.007,3.21E-06
2266,10,198,mock,0,0
2267,10,199,mock,0,0
2268,10,200,mock,0,0
2269,10,201,mock,0,0
2270,10,202,mock,0,0
2271,10,203,mock,0,0
2272,10,204,mock,0,0
2273,10,205,mock,0.074,3.21E-06
2274,10,0.5,mock,8814.226,0.658084069
2275,11,1,mock,1579.87,0.116834829
2276,11,2,mock,439.53,0.057507433
2277,11,3,mock,476.28,0.036004654
2278,11,4,mock,232.914,0.024009906
2279,11,5,mock,171.87,0.0171961
2280,11,6,mock,282.969,0.013950783
2281,11,7,mock,201.996,0.011083065
2282,11,8,mock,92.952,0.008783448
2283,11,9,mock,173.696,0.006422599
2284,11,10,mock,52.32,0.005561943
2285,11,11,mock,91.63,0.004452957
2286,11,12,mock,60.005,0.003711364
2287,11,13,mock,89.089,0.003330362
2288,11,14,mock,12.194,0.002962968
2289,11,15,mock,52.779,0.002459502
2290,11,16,mock,20.978,0.002098911
2291,11,17,mock,43.935,0.001717909
2292,11,18,mock,30.498,0.001503596
2293,11,19,mock,12.408,0.001279077
2294,11,20,mock,29.07,0.001098781
2295,11,21,mock,0.87,0.000986522
2296,11,22,mock,2.794,0.000864057
2297,11,23,mock,13.392,0.000734789
2298,11,24,mock,1.302,0.000632735
2299,11,25,mock,12.24,0.000520475
2300,11,26,mock,5.94,0.000449038
2301,11,27,mock,8.526,0.000333376
2302,11,28,mock,0.345,0.000391207
2303,11,29,mock,0.089,0.00030276
2304,11,30,mock,4.134,0.00026534
2305,11,31,mock,4.698,0.000197304
2306,11,32,mock,0.52,0.000176894
2307,11,33,mock,4.526,0.000210912
2308,11,34,mock,0.68,0.000136072
2309,11,35,mock,0.168,0.000142876
2310,11,36,mock,2.145,0.00013267
2311,11,37,mock,2.332,0.000149679
2312,11,38,mock,0.841,9.87E-05
2313,11,39,mock,0.609,7.14E-05
2314,11,40,mock,0.2,8.50E-05
2315,11,41,mock,0.52,8.84E-05
2316,11,42,mock,0.209,6.46E-05
2317,11,43,mock,1.26,7.14E-05
2318,11,44,mock,0.567,7.14E-05
2319,11,45,mock,0.858,4.42E-05
2320,11,46,mock,0.688,5.44E-05
2321,11,47,mock,1.84,6.80E-05
2322,11,48,mock,0.208,2.72E-05
2323,11,49,mock,0.83,3.40E-05
2324,11,50,mock,0.43,3.40E-05
2325,11,51,mock,0.091,4.42E-05
2326,11,52,mock,1.036,4.76E-05
2327,11,53,mock,0.238,2.38E-05
2328,11,54,mock,0.108,1.36E-05
2329,11,55,mock,0.576,4.08E-05
2330,11,56,mock,0.55,3.74E-05
2331,11,57,mock,0.071,3.40E-06
2332,11,58,mock,0.16,1.70E-05
2333,11,59,mock,0.212,1.36E-05
2334,11,60,mock,0.375,1.70E-05
2335,11,61,mock,0.062,6.80E-06
2336,11,62,mock,0.096,2.04E-05
2337,11,63,mock,0.285,1.70E-05
2338,11,64,mock,0.175,2.38E-05
2339,11,65,mock,0.014,6.80E-06
2340,11,66,mock,0.56,2.72E-05
2341,11,67,mock,0.06,3.40E-06
2342,11,68,mock,0.078,3.40E-06
2343,11,69,mock,0.062,6.80E-06
2344,11,70,mock,0.198,1.02E-05
2345,11,71,mock,0.301,2.38E-05
2346,11,72,mock,0.048,6.80E-06
2347,11,73,mock,0.192,1.36E-05
2348,11,74,mock,0.07,3.40E-06
2349,11,75,mock,0.138,2.04E-05
2350,11,76,mock,0.249,1.02E-05
2351,11,77,mock,0.03,1.02E-05
2352,11,78,mock,0.184,1.36E-05
2353,11,79,mock,0.15,1.02E-05
2354,11,80,mock,0.114,6.80E-06
2355,11,81,mock,0.17,6.80E-06
2356,11,82,mock,0.005,3.40E-06
2357,11,83,mock,0.14,1.70E-05
2358,11,84,mock,0.046,3.40E-06
2359,11,85,mock,0.19,1.70E-05
2360,11,86,mock,0,0
2361,11,87,mock,0.045,1.02E-05
2362,11,88,mock,0.102,6.80E-06
2363,11,89,mock,0.243,1.02E-05
2364,11,90,mock,0.066,1.02E-05
2365,11,91,mock,0.474,2.04E-05
2366,11,92,mock,0.142,6.80E-06
2367,11,93,mock,0.052,3.40E-06
2368,11,94,mock,0.044,6.80E-06
2369,11,95,mock,0,0
2370,11,96,mock,0,0
2371,11,97,mock,0.007,3.40E-06
2372,11,98,mock,0.042,3.40E-06
2373,11,99,mock,0.018,3.40E-06
2374,11,100,mock,0.12,6.80E-06
2375,11,101,mock,0,0
2376,11,102,mock,0.162,6.80E-06
2377,11,103,mock,0,0
2378,11,104,mock,0,0
2379,11,105,mock,0.106,6.80E-06
2380,11,106,mock,0,0
2381,11,107,mock,0.3,1.02E-05
2382,11,108,mock,0.18,6.80E-06
2383,11,109,mock,0,0
2384,11,110,mock,0.002,3.40E-06
2385,11,111,mock,0.033,1.02E-05
2386,11,112,mock,0.093,3.40E-06
2387,11,113,mock,0.356,1.36E-05
2388,11,114,mock,0.033,3.40E-06
2389,11,115,mock,0.068,6.80E-06
2390,11,116,mock,0.099,3.40E-06
2391,11,117,mock,0.043,3.40E-06
2392,11,118,mock,0.061,3.40E-06
2393,11,119,mock,0,0
2394,11,120,mock,0.192,6.80E-06
2395,11,121,mock,0,0
2396,11,122,mock,0,0
2397,11,123,mock,0,0
2398,11,124,mock,0,0
2399,11,125,mock,0,0
2400,11,126,mock,0,0
2401,11,127,mock,0,0
2402,11,128,mock,0.006,3.40E-06
2403,11,129,mock,0.058,3.40E-06
2404,11,130,mock,0,0
2405,11,131,mock,0,0
2406,11,132,mock,0,0
2407,11,133,mock,0,0
2408,11,134,mock,0,0
2409,11,135,mock,0.064,6.80E-06
2410,11,136,mock,0.062,3.40E-06
2411,11,137,mock,0.006,3.40E-06
2412,11,138,mock,0.035,3.40E-06
2413,11,139,mock,0,0
2414,11,140,mock,0,0
2415,11,141,mock,0.038,3.40E-06
2416,11,142,mock,0.16,6.80E-06
2417,11,143,mock,0,0
2418,11,144,mock,0,0
2419,11,145,mock,0,0
2420,11,146,mock,0,0
2421,11,147,mock,0.027,3.40E-06
2422,11,148,mock,0,0
2423,11,149,mock,0,0
2424,11,150,mock,0.017,3.40E-06
2425,11,151,mock,0.052,3.40E-06
2426,11,152,mock,0,0
2427,11,153,mock,0,0
2428,11,154,mock,0,0
2429,11,155,mock,0,0
2430,11,156,mock,0,0
2431,11,157,mock,0,0
2432,11,158,mock,0.007,3.40E-06
2433,11,159,mock,0,0
2434,11,160,mock,0,0
2435,11,161,mock,0,0
2436,11,162,mock,0,0
2437,11,163,mock,0.093,3.40E-06
2438,11,164,mock,0,0
2439,11,165,mock,0.042,3.40E-06
2440,11,166,mock,0,0
2441,11,167,mock,0,0
2442,11,168,mock,0,0
2443,11,169,mock,0.077,3.40E-06
2444,11,170,mock,0,0
2445,11,171,mock,0.087,3.40E-06
2446,11,172,mock,0,0
2447,11,173,mock,0,0
2448,11,174,mock,0.023,3.40E-06
2449,11,175,mock,0.088,6.80E-06
2450,11,176,mock,0,0
2451,11,177,mock,0,0
2452,11,178,mock,0.064,3.40E-06
2453,11,179,mock,0,0
2454,11,180,mock,0,0
2455,11,181,mock,0,0
2456,11,182,mock,0,0
2457,11,183,mock,0,0
2458,11,184,mock,0,0
2459,11,185,mock,0,0
2460,11,186,mock,0,0
2461,11,187,mock,0,0
2462,11,188,mock,0,0
2463,11,189,mock,0,0
2464,11,190,mock,0,0
2465,11,191,mock,0,0
2466,11,192,mock,0,0
2467,11,193,mock,0.052,3.40E-06
2468,11,194,mock,0,0
2469,11,195,mock,0,0
2470,11,196,mock,0,0
2471,11,197,mock,0.056,3.40E-06
2472,11,0.5,mock,2953.335,0.669777046
2473,12,1,mock,2546.56,0.125340748
2474,12,2,mock,1321.65,0.060451553
2475,12,3,mock,782.726,0.036166783
2476,12,4,mock,31.548,0.023809308
2477,12,5,mock,316.602,0.017483404
2478,12,6,mock,164.024,0.013263116
2479,12,7,mock,113.022,0.011125803
2480,12,8,mock,24.5,0.007924361
2481,12,9,mock,91.254,0.006167417
2482,12,10,mock,12.331,0.005076119
2483,12,11,mock,34.76,0.003935011
2484,12,12,mock,53.009,0.003038426
2485,12,13,mock,50.634,0.002635416
2486,12,14,mock,47.1,0.002132785
2487,12,15,mock,35.492,0.002114672
2488,12,16,mock,4.508,0.001458082
2489,12,17,mock,4.505,0.001199975
2490,12,18,mock,19.188,0.0010596
2491,12,19,mock,4.576,0.000941867
2492,12,20,mock,4.564,0.000738098
2493,12,21,mock,6.045,0.000883
2494,12,22,mock,5.375,0.000566026
2495,12,23,mock,5.45,0.000493574
2496,12,24,mock,9.776,0.000470933
2497,12,25,mock,6.318,0.000366785
2498,12,26,mock,3.06,0.000271692
2499,12,27,mock,6.144,0.000289805
2500,12,28,mock,0.065,0.000294333
2501,12,29,mock,3.843,0.000276221
2502,12,30,mock,2.397,0.000212826
2503,12,31,mock,0.918,0.000230939
2504,12,32,mock,0.825,0.000149431
2505,12,33,mock,2.784,0.000144903
2506,12,34,mock,1.209,0.0001766
2507,12,35,mock,2.268,0.000163015
2508,12,36,mock,3.102,0.000149431
2509,12,37,mock,0.297,0.000149431
2510,12,38,mock,0.638,9.96E-05
2511,12,39,mock,0.432,5.43E-05
2512,12,40,mock,0.364,5.89E-05
2513,12,41,mock,1.235,5.89E-05
2514,12,42,mock,1.14,9.06E-05
2515,12,43,mock,0.53,4.53E-05
2516,12,44,mock,0.957,4.98E-05
2517,12,45,mock,1.04,7.25E-05
2518,12,46,mock,0.036,8.15E-05
2519,12,47,mock,0.144,3.62E-05
2520,12,48,mock,0.12,5.43E-05
2521,12,49,mock,0.252,6.34E-05
2522,12,50,mock,0.045,4.08E-05
2523,12,51,mock,0.594,2.72E-05
2524,12,52,mock,0.112,1.81E-05
2525,12,53,mock,0.119,3.17E-05
2526,12,54,mock,0.44,2.26E-05
2527,12,55,mock,0.582,2.72E-05
2528,12,56,mock,0.54,4.08E-05
2529,12,57,mock,0.036,1.81E-05
2530,12,58,mock,0.6,3.62E-05
2531,12,59,mock,0.08,2.26E-05
2532,12,60,mock,0,0
2533,12,61,mock,0.432,2.72E-05
2534,12,62,mock,0.25,2.26E-05
2535,12,63,mock,0.291,1.36E-05
2536,12,64,mock,0.012,1.81E-05
2537,12,65,mock,0.152,1.81E-05
2538,12,66,mock,0.364,1.81E-05
2539,12,67,mock,0.105,2.26E-05
2540,12,68,mock,0.068,9.06E-06
2541,12,69,mock,0.142,9.06E-06
2542,12,70,mock,0.108,1.81E-05
2543,12,71,mock,0.153,1.36E-05
2544,12,72,mock,0.17,9.06E-06
2545,12,73,mock,0.594,2.72E-05
2546,12,74,mock,0.128,9.06E-06
2547,12,75,mock,0.165,2.26E-05
2548,12,76,mock,0.158,9.06E-06
2549,12,77,mock,0.08,1.81E-05
2550,12,78,mock,0.178,9.06E-06
